URI,Album,Song Name,Artist,Disc Number,Track Number,Popularity,Explicit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Time Signature
0bYg9bo50gSsH3LtXe2SQn,Merry Christmas,All I Want for Christmas Is You,Mariah Carey,1,2,73,False,0.336,0.627,7,-7.463,1,0.0384,0.164,0.0,0.0708,0.35,150.273,241107,4
3EPXxR3ImUwfayaurPi3cm,Be Alright,Be Alright,Dean Lewis,1,1,74,True,0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684,196373,4
27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,1,1,73,True,0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,212000,4
2d8JP84HNLKhmd6IYOoupQ,Fetty Wap (Deluxe),Trap Queen,Fetty Wap,1,1,73,True,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,222093,4
1Xi84slp6FryDSCbzq4UCD,Arcade,Arcade,Duncan Laurence,1,1,73,False,0.459,0.331,9,-12.603,0,0.0421,0.817,0.00104,0.135,0.271,72.023,183624,3
4a9tbd947vo9K8Vti9JwcI,MAP OF THE SOUL : PERSONA,Boy With Luv (feat. Halsey),BTS; Halsey,1,2,73,False,0.645,0.862,11,-4.761,0,0.0845,0.0933,0.0,0.193,0.803,119.947,229773,4
1Ist6PR2BZR3n2z2Y5R6S1,Born To Die – Paradise Edition (Special Version),Summertime Sadness,Lana Del Rey,1,11,73,False,0.566,0.647,1,-6.815,0,0.0335,0.0477,0.0,0.121,0.22,111.96,264773,4
7hQJA50XrCWABAu5v6QZ4i,Jazz (Deluxe Remastered Version),Don't Stop Me Now - Remastered 2011,Queen,1,12,73,False,0.563,0.865,5,-5.277,1,0.16,0.0472,0.000191,0.77,0.601,156.271,209413,4
3qQbCzHBycnDpGskqOWY0E,DESVELADO,Ella Baila Sola,Eslabon Armado; Peso Pluma,1,6,73,False,0.668,0.758,5,-5.176,0,0.0332,0.483,1.89e-05,0.0837,0.834,147.989,165671,3
5jrdCoLpJSvHHorevXBATy,PRISM (Deluxe),Dark Horse,Katy Perry; Juicy J,1,6,73,False,0.647,0.585,6,-6.123,1,0.0512,0.00314,0.0,0.165,0.353,131.934,215672,4
0PvFJmanyNQMseIFrU708S,Shoot For The Stars Aim For The Moon,For The Night (feat. Lil Baby & DaBaby),Pop Smoke; Lil Baby; DaBaby,1,3,73,True,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,0.347,125.971,190476,4
1oHNvJVbFkexQc0BpQp7Y4,Pink Friday ... Roman Reloaded,Starships,Nicki Minaj,1,10,73,True,0.747,0.716,11,-2.457,0,0.0751,0.135,0.0,0.251,0.751,125.006,210627,4
2toVe5hfuIi97ytDPDbQFt,Legendary,Taste (feat. Offset),Tyga; Offset,1,13,73,True,0.866,0.613,0,-6.385,1,0.151,0.0293,0.0,0.104,0.359,98.001,229210,4
5tz69p7tJuGPeMGwNTxYuV,Everybody,1-800-273-8255,Logic; Alessia Cara; Khalid,1,10,73,True,0.62,0.574,5,-7.788,0,0.0479,0.569,0.0,0.19,0.357,100.023,250173,4
4RY96Asd9IefaL3X4LOLZ8,Get Rich Or Die Tryin',In Da Club,50 Cent,1,5,73,True,0.904,0.72,6,-2.776,0,0.348,0.259,0.0,0.0749,0.805,90.062,193467,4
5eqK0tbzUPo2SoeZsov04s,Issa Album,Bank Account,21 Savage,1,2,73,True,0.884,0.347,8,-8.227,0,0.35,0.015,7e-06,0.0871,0.376,75.016,220307,4
7ytR5pFWmSjzHJIeQkgog4,BLAME IT ON BABY,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,1,7,73,True,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,181733,4
4fouWK6XVHhzl78KzQ1UjL,abcdefu,abcdefu,GAYLE,1,1,73,True,0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,168602,4
6De0lHrwBfPfrhorm9q1Xl,Me Rehúso,Me Rehúso,Danny Ocean,1,1,73,False,0.744,0.804,1,-6.327,1,0.0677,0.0231,0.0,0.0494,0.426,104.823,205715,4
2FRnf9qhLbvw8fu4IBXx78,LAST CHRISTMAS,Last Christmas,Wham!,1,1,73,False,0.735,0.478,2,-12.472,1,0.0293,0.189,2.48e-06,0.355,0.947,107.682,262960,4
5fnA9mkIfScSqHIpeDyvck,Prayer in C,Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick; Robin Schulz,1,1,73,False,0.763,0.875,9,-5.797,0,0.0262,0.024,5.41e-06,0.599,0.8,123.013,189413,4
1YLJVmuzeM2YSUkCCaTNUB,Lungs (Deluxe Edition),Dog Days Are Over,Florence + The Machine,1,1,73,False,0.492,0.81,7,-5.315,1,0.0847,0.0416,0.00379,0.117,0.245,149.954,251840,4
0ll8uFnc0nANY35E0Lfxvg,Hopes And Fears,Somewhere Only We Know,Keane,1,1,73,False,0.453,0.655,9,-4.22,1,0.0257,0.0794,7.06e-06,0.0849,0.366,172.01,236160,4
14OxJlLdcHNpgsm4DRwDOB,Queen Of The Clouds,Habits (Stay High),Tove Lo,1,13,73,False,0.729,0.65,5,-3.539,1,0.0313,0.0702,6.69e-05,0.0829,0.347,110.02,209160,4
7k4t7uLgtOxPwTpFmtJNTY,Tusa,Tusa,KAROL G; Nicki Minaj,1,1,73,False,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,200960,4
1Y373MqadDRtclJNdnUXVc,Paranoid (Remaster),Paranoid - 2012 - Remaster,Black Sabbath,1,2,73,False,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,168406,4
4jDmJ51x1o9NZB5Nxxc7gY,Ladies And Gentlemen... The Best Of George Michael,Careless Whisper,George Michael,1,3,73,False,0.574,0.628,2,-8.815,0,0.036,0.13,0.0,0.271,0.803,153.119,300107,4
6f3Slt0GbA2bPZlz0aIFXN,The Business,The Business,Tiësto,1,1,72,False,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,164000,4
2XU0oxnq2qxCpomAAuJY8K,Dance Monkey (Stripped Back) / Dance Monkey,Dance Monkey,Tones And I,1,2,72,False,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,209438,4
696DnlkuDOXcMAnKlTgXXK,ROXANNE,ROXANNE,Arizona Zervas,1,1,72,True,0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,0.457,116.735,163636,5
66hayvUbTotekKU3H4ta1f,Skrillex and Diplo present Jack Ü,Where Are Ü Now (with Justin Bieber),Jack Ü; Skrillex; Diplo; Justin Bieber,1,9,72,False,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,250286,4
2YpeDb67231RjR0MgVLzsG,7 EP,Old Town Road - Remix,Lil Nas X; Billy Ray Cyrus,1,1,72,False,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,157067,4
7a86XRg84qjasly9f6bPSD,Some Nights,We Are Young (feat. Janelle Monáe),fun.; Janelle Monáe,1,3,72,False,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,250627,4
6uBhi9gBXWjanegOb2Phh0,Stay,Stay,Zedd; Alessia Cara,1,1,72,False,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,210091,4
3JvrhDOgAt6p7K8mDyZwRd,Dream Your Life Away (Special Edition),Riptide,Vance Joy,1,4,73,False,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,204280,4
3H7ihDc1dqLriiWXwsc2po,Breaking Me,Breaking Me,Topic; A7S,1,1,72,False,0.789,0.72,8,-5.652,0,0.218,0.223,0.0,0.129,0.664,122.031,166794,4
7vu0JkJh0ldukEYbTVcqd0,Nervous System,Issues,Julia Michaels,1,1,72,False,0.728,0.415,8,-6.852,1,0.0639,0.401,0.0,0.0616,0.455,114.145,176320,4
2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending (feat. Julia Michaels),If the World Was Ending (feat. Julia Michaels),JP Saxe; Julia Michaels,1,1,72,False,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801,208687,4
3vv9phIu6Y1vX3jcqaGz5Z,Roses,Roses,The Chainsmokers; ROZES,1,1,72,False,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739,4
5ildQOEKmJuWGl2vRkFdYc,DESPECHÁ,DESPECHÁ,ROSALÍA,1,1,72,True,0.919,0.623,7,-6.521,1,0.0992,0.184,1.63e-05,0.0609,0.775,130.037,157018,4
7hU3IHwjX150XLoTVmjD0q,LALISA,MONEY,LISA,1,2,72,True,0.831,0.554,1,-9.998,0,0.218,0.161,6.12e-05,0.152,0.396,140.026,168228,4
7GgWAITsYJaRM3r50rfh5w,25,When We Were Young,Adele,1,4,72,False,0.376,0.595,3,-5.936,1,0.0496,0.303,0.0,0.095,0.265,144.361,290900,4
748mdHapucXQri7IAO8yFK,Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat; SZA,1,1,72,True,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208867,4
2ksOAxtIxY8yElEWw8RhgK,China,China,Anuel AA; Daddy Yankee; KAROL G; J Balvin; Ozuna,1,1,72,False,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,301714,4
1WkMMavIMc4JZ8cfMmxHkI,TROLLS (Original Motion Picture Soundtrack),"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,1,2,72,False,0.669,0.832,0,-5.721,1,0.0682,0.0106,0.0,0.0968,0.7,113.035,237547,4
3TGRqZ0a2l1LRblBkJoaDx,Kiss (Deluxe),Call Me Maybe,Carly Rae Jepsen,1,3,72,False,0.782,0.58,7,-6.548,1,0.0407,0.0114,2.28e-06,0.108,0.66,120.021,193400,4
1qPbGZqppFwLwcBC1JQ6Vr,(What's The Story) Morning Glory?,Wonderwall,Oasis,1,3,71,False,0.41,0.854,2,-5.609,1,0.0366,0.00236,0.0,0.133,0.456,174.584,258907,4
5vlEg2fT4cFWAqU5QptIpQ,Replay,Replay,Iyaz,1,1,71,False,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,182307,4
3V8UKqhEK5zBkBb6d6ub8i,Te Boté (Remix),Te Boté - Remix,Nio Garcia; Casper Magico; Bad Bunny; Darell; Ozuna; Nicky Jam,1,1,71,True,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,4
0QIjsbm2fh1cJ45XO9eGqq,Wake Up in the Sky,Wake Up in the Sky,Gucci Mane; Bruno Mars; Kodak Black,1,1,71,True,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.359,0.367,143.01,204665,4
0F7FA14euOIX8KcbEturGH,7 EP,Old Town Road,Lil Nas X,1,8,71,False,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,113000,4
6sy3LkhNFjJWlaeSMNwQ62,Native,Counting Stars,OneRepublic,1,1,71,False,0.663,0.706,1,-4.972,0,0.0383,0.0654,0.0,0.115,0.474,122.013,257840,4
7sapKrjDij2fpDVj0GxP66,Songs About Jane,She Will Be Loved,Maroon 5,1,4,71,False,0.706,0.713,0,-5.512,0,0.0301,0.0596,0.0,0.132,0.544,102.032,257133,4
4SFknyjLcyTLJFPKD2m96o,THE ALBUM,How You Like That,BLACKPINK,1,1,71,False,0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,0.344,130.032,182956,4
7ju97lgwC2rKQ6wwsf9no9,Chromatica,Rain On Me (with Ariana Grande),Lady Gaga; Ariana Grande,1,4,71,False,0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056,182200,4
5yY9lUy8nbvjM1Uyo1Uqoc,Life Is Good (feat. Drake),Life Is Good (feat. Drake),Future; Drake,1,1,71,True,0.676,0.609,2,-5.831,0,0.481,0.0706,0.0,0.152,0.508,142.037,237735,4
7uzmGiiJyRfuViKKK3lVmR,COSMIC,Mine,Bazzi,1,14,71,True,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,131064,4
0yvPEnB032fojLfVluFjUv,Tell Me You Love Me,Sorry Not Sorry,Demi Lovato,1,1,71,True,0.705,0.643,11,-6.929,0,0.232,0.0242,0.0,0.262,0.884,143.944,203760,4
4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake; Selena Gomez; Ozuna; Cardi B,1,1,71,True,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,212500,4
0d2iYfpKoM0QCKvcLCkBao,Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,1,1,71,False,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391,173800,4
3s4U7OHV7gnj42VV72eSZ6,Rather Be (feat. Jess Glynne),Rather Be (feat. Jess Glynne),Clean Bandit; Jess Glynne,1,1,71,False,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,227833,4
2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)","10,000 Hours (with Justin Bieber)",Dan + Shay; Justin Bieber,1,1,70,False,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,167693,4
1xQ6trAsedVPCdbtDAmk0c,Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),Jawsh 685; Jason Derulo,1,1,70,True,0.767,0.481,0,-8.52,0,0.0803,0.234,0.0,0.269,0.761,150.076,171375,4
7BY005dacJkbO6EPiOh2wb,The Animals,House Of The Rising Sun,The Animals,1,1,70,False,0.295,0.584,9,-6.696,0,0.0345,0.000385,0.218,0.0996,0.228,117.2,271280,3
1DunhgeZSEgWiIYbHqXl0c,Settle - Deluxe,Latch,Disclosure; Sam Smith,1,3,70,False,0.73,0.735,1,-5.451,1,0.0923,0.0176,0.000189,0.089,0.541,121.985,255867,4
5Gu0PDLN4YJeW75PpBSg9p,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld; Alesso; Florida Georgia Line; WATT,1,1,70,False,0.664,0.708,8,-4.154,1,0.0474,0.0337,0.0,0.0841,0.742,103.07,174800,4
3Ofmpyhv5UAQ70mENzB277,Astronaut In The Ocean,Astronaut In The Ocean,Masked Wolf,1,1,70,True,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,132780,4
5iwz1NiezX7WWjnCgY5TH4,Calma (Remix),Calma - Remix,Pedro Capó; Farruko,1,1,70,False,0.826,0.773,11,-4.218,0,0.0524,0.323,0.0,0.143,0.761,126.899,238200,4
5knuzwU65gJK7IF5yJsuaW,Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit; Sean Paul; Anne-Marie,1,1,71,False,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,251088,4
1DqdF42leyFIzqNDv9CjId,Rokstarr,Dynamite,Taio Cruz,1,1,70,False,0.754,0.804,4,-3.177,1,0.0853,0.00332,0.0,0.0329,0.818,119.968,203867,4
6wJYhPfqk3KGhHRG76WzOh,Blueberry Faygo,Blueberry Faygo,Lil Mosey,1,1,70,True,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,162547,4
5WphWTUIfRe7x8NZss79cY,Turning Point,Let Me Love You,Mario,1,2,70,False,0.622,0.593,7,-8.352,0,0.0916,0.163,0.0,0.0979,0.607,94.364,249093,4
1X1DWw2pcNZ8zSub3uhlNz,#3,Hall of Fame (feat. will.i.am),The Script; will.i.am,1,3,69,False,0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786,202533,4
6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),Dancing With A Stranger (with Normani),Sam Smith; Normani,1,1,69,False,0.741,0.52,8,-7.513,1,0.0656,0.447,1.97e-06,0.222,0.347,102.998,171030,4
4Ce37cRWvM1vIGGynKcs22,Starving,Starving,Hailee Steinfeld; Grey; Zedd,1,1,69,False,0.728,0.616,4,-4.238,1,0.0645,0.378,0.0,0.105,0.508,99.962,181880,4
1tNJrcVe6gwLEiZCtprs1u,"Don't Forget About Me, Demos",3 Nights,Dominic Fike,1,1,69,False,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,177667,4
4lCv7b86sLynZbXhfScfm2,Teenage Dream: The Complete Confection,Firework,Katy Perry,1,4,69,False,0.639,0.826,8,-4.968,1,0.0479,0.139,0.0,0.0803,0.648,124.075,227880,4
5p7ujcrUXASCNwRaWNHR1C,Without Me,Without Me,Halsey,1,1,69,True,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,4
6rPO02ozF3bM7NnOV4h6s2,Despacito Feat. Justin Bieber (Remix),Despacito - Remix,Luis Fonsi; Daddy Yankee; Justin Bieber,1,1,69,False,0.653,0.816,2,-4.353,1,0.167,0.228,0.0,0.0967,0.816,178.085,228827,4
63BcfK6YAzJYeISaTPr6IO,Greatest Hits,Big Poppa - 2007 Remaster,The Notorious B.I.G.,1,2,69,True,0.765,0.671,9,-5.249,0,0.278,0.344,0.0,0.0506,0.798,84.5,249867,4
0lHAMNU8RGiIObScrsRgmP,Nothing but the Beat 2.0,Titanium (feat. Sia),David Guetta; Sia,1,1,69,False,0.604,0.788,0,-3.673,0,0.103,0.0678,0.153,0.127,0.301,126.06,245040,4
3gbBpTdY8lnQwqxNCcf795,Bad Blood,Pompeii,Bastille,1,1,69,False,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,214148,4
2QfznFotJNZmnIEYFdzE5T,Heartbreak Anniversary,Heartbreak Anniversary,Giveon,1,1,69,False,0.624,0.457,0,-8.876,1,0.0494,0.557,0.0,0.128,0.586,129.758,196795,4
1eyzqe2QqGZUmfcPZtrIyt,"Hurry Up, We're Dreaming",Midnight City,M83,1,2,69,False,0.526,0.712,11,-6.525,0,0.0356,0.0161,0.0,0.179,0.32,105.009,241440,4
7gHs73wELdeycvS48JfIos,Faded,Faded,Alan Walker,1,1,69,False,0.589,0.651,6,-5.097,1,0.0306,0.0291,3.2e-06,0.111,0.166,90.011,212627,4
2s1sdSqGcKxpPr5lCl7jAV,1000 Forms Of Fear (Deluxe Version),Chandelier,Sia,1,1,69,False,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120,5
6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo; Nicki Minaj; Ty Dolla $ign,1,1,69,True,0.689,0.789,1,-4.901,1,0.122,0.154,0.0,0.203,0.745,98.043,216409,4
7iDa6hUg2VgEL1o1HjmfBn,All Your Fault: Pt. 2,Meant to Be (feat. Florida Georgia Line),Bebe Rexha; Florida Georgia Line,1,6,69,False,0.643,0.783,10,-6.458,1,0.0856,0.047,0.0,0.083,0.579,154.084,163870,4
2CtemffYhT0DJWcT1XW047,Metallica (Remastered),Nothing Else Matters (Remastered),Metallica,1,8,69,False,0.547,0.394,4,-9.793,0,0.0262,0.0522,6.4e-06,0.0795,0.17,142.37,388733,3
3HWzoMvoF3TQfYg4UPszDq,Cuz I Love You (Super Deluxe),Truth Hurts,Lizzo,1,13,69,True,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,173325,4
6Tsu3OsuMz4KEGKbOYd6A0,Greatest Hits,Hypnotize - 2007 Remaster,The Notorious B.I.G.,1,3,68,True,0.895,0.694,9,-4.384,1,0.275,0.176,0.0,0.292,0.632,93.944,230000,4
6Vc5wAMmXdKIAM7WUoEb7N,Is There Anybody Out There?,Say Something,A Great Big World; Christina Aguilera,1,13,68,False,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,229400,3
2glGP8kEfACgJdZ86kWxhN,Less Is More,Are You With Me - Radio Edit,Lost Frequencies,1,12,68,False,0.763,0.608,5,-8.1,0,0.035,0.262,2.5e-05,0.12,0.393,121.02,138013,4
2EjXfH91m7f8HiJN1yQg97,Merry Christmas From Brenda Lee,Rockin' Around The Christmas Tree,Brenda Lee,1,1,68,False,0.598,0.47,8,-8.744,1,0.0496,0.617,0.0,0.505,0.879,67.086,126267,4
7rglLriMNBPAyuJOMGwi39,The Lockdown Sessions,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,1,1,68,False,0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,202735,4
7JwdbqIpiuWvGbRryKSuBz,House Of Pleasure,Es un Secreto,Plan B,1,6,67,False,0.841,0.783,6,-4.915,0,0.0432,0.106,2.49e-06,0.0528,0.514,94.989,190560,4
7vggqxNKwd6xdRoYS0pQtM,Legend - The Best Of Bob Marley And The Wailers,Three Little Birds,Bob Marley & The Wailers,1,4,67,False,0.825,0.494,9,-10.486,1,0.0699,0.00956,5.82e-06,0.0361,0.627,74.103,180440,4
5CLGzJsGqhCEECcpnFQA8x,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental; Jess Glynne; Macklemore; Dan Caplen,1,1,67,False,0.653,0.809,0,-4.057,1,0.0474,0.194,0.0,0.165,0.55,92.213,210773,4
6kPJZM97LwdG9QIsT7khp6,Solo (feat. Demi Lovato),Solo (feat. Demi Lovato),Clean Bandit; Demi Lovato,1,1,67,False,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,222653,4
4dTaAiV9xFFCxnPur9c9yL,One Love (Deluxe),Memories (feat. Kid Cudi),David Guetta; Kid Cudi,1,3,67,False,0.561,0.87,8,-6.103,1,0.343,0.0015,2.82e-06,0.246,0.498,129.98,210093,4
6zeeWid2sgw4lap2jV61PZ,Suncity,Better,Khalid,1,6,67,False,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,229320,4
45XhKYRRkyeqoW3teSOkCM,Grateful,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled; Rihanna; Bryson Tiller,1,4,67,True,0.613,0.681,8,-3.089,1,0.0778,0.0287,0.0,0.126,0.619,97.621,204664,4
6Z8R6UsFuGXGtiIxiD8ISb,In A Tidal Wave Of Mystery - Deluxe Edition,Safe And Sound,Capital Cities,1,1,67,False,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,192790,5
3S4px9f4lceWdKf0gWciFu,This Is Acting (Deluxe Version),Cheap Thrills,Sia,1,6,67,False,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,4
3kUq4sBcmxhnOtNysZ9yrp,Feliz Cumpleaños Ferxxo,Feliz Cumpleaños Ferxxo,Feid,1,1,66,False,0.87,0.55,5,-5.537,1,0.0722,0.102,0.0,0.293,0.566,95.019,156400,4
2B4GHvToeLTOBB4QLzW3Ni,La 167,Pepas,Farruko,1,3,66,True,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,287120,4
2y5aJvzXhHPA94U5GFAcXe,Fifty Shades Darker (Original Motion Picture Soundtrack),I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN; Taylor Swift,1,1,66,False,0.735,0.443,0,-8.432,1,0.0556,0.0601,1.91e-05,0.213,0.107,117.968,245653,4
5YEOzOojehCqxGQCcQiyR4,New English,Panda,Desiigner,1,14,66,True,0.576,0.766,10,-4.943,0,0.449,0.0278,1.71e-06,0.366,0.236,144.836,246761,4
29JrmE89KgRyCxBIzq2Ocw,LP1,Strip That Down (feat. Quavo),Liam Payne; Quavo,1,12,66,False,0.873,0.495,6,-5.446,1,0.0518,0.199,0.0,0.0805,0.546,106.033,202062,4
7zsXy7vlHdItvUSH8EwQss,Cold Water,Cold Water,Major Lazer; Justin Bieber; MØ,1,1,66,False,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.5,92.946,185360,4
76OGwb5RA9h4FxQPT33ekc,SNAP,SNAP,Rosa Linn,1,1,66,False,0.565,0.636,0,-8.198,1,0.0638,0.107,9.9e-06,0.447,0.525,170.01,179551,4
4ipnJyDU3Lq15qBAYNqlqK,Mi Gente,Mi Gente,J Balvin; Willy William,1,1,66,False,0.774,0.687,11,-4.818,0,0.0584,0.0179,1.17e-05,0.128,0.308,104.959,189440,4
5RDUCbvwPZdmjFbhZ5EY4N,MEDUZA,Piece Of Your Heart,MEDUZA; Goodboys,1,2,66,False,0.677,0.744,10,-6.806,0,0.0296,0.0405,0.000153,0.074,0.631,124.077,152913,4
4uoR6qeWeuL4Qeu2qJzkuG,Hawái,Hawái,Maluma,1,1,65,False,0.787,0.728,6,-3.455,0,0.389,0.189,2.29e-05,0.0629,0.545,180.066,200198,4
12GEpg2XOPyqk03JZEZnJs,It Ain't Me,It Ain’t Me (with Selena Gomez),Kygo; Selena Gomez,1,1,65,False,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,220781,4
13HVjjWUZFaWilh2QUJKsP,Chaos And The Calm,Let It Go,James Bay,1,3,65,False,0.536,0.311,1,-10.396,1,0.0288,0.82,1.65e-05,0.107,0.246,147.486,260533,4
2mCF8L0brIs88eH6Kf2h9p,Fast Car,Fast Car,Jonas Blue; Dakota,1,1,65,False,0.644,0.57,9,-6.994,1,0.052,0.484,0.0,0.299,0.527,113.945,212424,4
1mWdTewIgB3gtBM3TOSFhB,"Butter (Hotter, Sweeter, Cooler)",Butter,BTS,1,1,65,False,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,164442,4
6Rpbzk2LC8xWZI93RyodAq,Hey Mor,Hey Mor,Ozuna; Feid,1,1,65,False,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,196600,4
6cr6UDpkjEaMQ80OjWqEBQ,Dire Straits,Sultans of Swing,Dire Straits,1,6,65,False,0.725,0.801,5,-10.059,1,0.0302,0.0722,0.0339,0.339,0.925,148.211,348760,4
023OVLNzXhX0j7CxswUt6D,Me 4 U,Cheerleader - Felix Jaehn Remix Radio Edit,OMI,1,1,65,False,0.78,0.68,4,-6.081,1,0.0305,0.141,1.2e-05,0.138,0.594,118.026,180560,4
514rhnksEwHUh6LxXsQ4Y9,13 Reasons Why (Season 2),Back To You,Selena Gomez,1,1,65,False,0.6,0.683,6,-6.271,1,0.049,0.097,1.35e-06,0.11,0.489,102.036,210240,4
7dyluIqv7QYVTXXZiMWPHW,Collision Course (Deluxe Version),Numb / Encore,JAY-Z; Linkin Park,1,4,64,True,0.685,0.803,2,-4.251,1,0.156,0.0601,0.0,0.546,0.799,107.005,205280,4
